,id,authors,title,abstract,doi,topic,topic_label
210,https://openalex.org/W4387122718,"['Sudi Murindanyi', 'Margaret Nagwovuma', 'Barbara Nansamba', 'Ggaliwango Marvin']",Explainable Ensemble Learning and Trustworthy Open AI for Customer Engagement Prediction in Retail Banking,"Predicting customer engagement in the banking industry is extremely crucial as it directly impacts satisfaction, retention, and profitability. This research delves into this vital aspect utilizes state-of-the-art technologies, including Explainable Ensemble Learning (EEL), Evidently AI Trustworthy Open AI, Lime an explainable technique. The study employs publicly available Berka dataset, which undergoes feature engineering, extraction, deep clustering to group customers various categories. Four different ensemble models are utilized, employed test evaluate predictions thoroughly, while LIME provides interpretability. blending model identified best predicting engagement, with impressive AUC score of 1.000 high values for accuracy, precision, recall, F-1 score. developed robust, accurate, easily interpretable, providing valuable insights behavior engagement. In addition, tests only incorrectly predicted six data points out 2000, emphasizing accuracy model. study's findings provide significant potential computational finance techniques, particularly EEL enhancing transparency industry. contributes growing body knowledge area industry, highlighting importance using advanced technologies enhance",https://doi.org/10.1145/3607947.3607983,19,AI in Banking
211,https://openalex.org/W2892214281,"['Marianna S. Wetherill', 'Mary B. Williams', 'Tori Taniguchi', 'Alicia L. Salvatore', 'Tvli Jacob', 'Tamela Cannady', 'Mandy Grammar', 'Joy Standridge', 'Jill Fox', 'Jennifer Beth Spiegel', 'Valarie Blue Bird Jernigan']",A Nutrition Environment Measure to Assess Tribal Convenience Stores: The THRIVE Study,"In rural American Indian (AI) communities, where supermarkets are rare, tribally owned and operated convenience stores an important food source. Food environment measures for these settings needed to understand address the significant diet-related disparities among AIs. Through a tribal-university partnership that included tribal health commerce representatives from two Native Nations in southeastern Oklahoma, we developed Nutrition Environment Measures Survey Tribal Convenience Stores (NEMS-TCS) inform development evaluation of healthy retail intervention. The NEMS-TCS assessed four scored domains store environment—food availability, pricing, quality, placement—and 11 categories emphasized ready-to-eat items. Trained raters administered using sample 18 (primarily ranging between 2,400 3,600 square feet). We interrater reliability with kappa statistics dichotomized variables intraclass correlation coefficients (ICC) continuous variables. demonstrated high inter-rater all (&gt;85% agreement), subscores (ICC = 0.73-1.00), total score 0.99). responds recent calls reliable environments may be valuable studying large other as well settings.",https://doi.org/10.1177/1524839918800968,-1,AI & Human Retail
212,https://openalex.org/W4311290249,['Beata Paszczyk'],Cheese and Butter as a Source of Health-Promoting Fatty Acids in the Human Diet,"The assessment of fatty acid composition, including the content conjugated linoleic cis9trans11 C18:2 (CLA) and trans C18:1 isomers in fat extracted from selected high-fat dairy products commonly available to consumers retail sale on Polish market, a comparison their indicators as quality lipids was aim study. experimental materials were hard cheeses, white-mold blue-veined butters. conducted study demonstrated that various contents groups acids values lipid indices found tested products. Butters turned out be richer sources short-chain, branched-chain, odd-chain acids. butters cheeses had significantly higher (p < 0.05) n-3 Lower n-6/n-3 ratio determined cheeses. highest thrombogenicity index (TI) Significantly lower atherogenicity (AI) H/H mold Fat CLA total C18:1.",https://doi.org/10.3390/ani12233424,15,Food Supply Chain
213,https://openalex.org/W2899357412,"['Merlinda Andoni', 'Valentin Robu', 'David Flynn', 'Simone Abram', 'Dale Geach', 'David Jenkins', 'Peter McCallum', 'Andrew Peacock']",Blockchain technology in the energy sector: A systematic review of challenges and opportunities,"Blockchains or distributed ledgers are an emerging technology that has drawn considerable interest from energy supply firms, startups, developers, financial institutions, national governments and the academic community. Numerous sources coming these backgrounds identify blockchains as having potential to bring significant benefits innovation. promise transparent, tamper-proof secure systems can enable novel business solutions, especially when combined with smart contracts. This work provides a comprehensive overview of fundamental principles underpin blockchain technologies, such system architectures consensus algorithms. Next, we focus on solutions for industry inform state-of-the-art by thoroughly reviewing literature current cases. To our knowledge, this is one first academic, peer-reviewed works provide systematic review activities initiatives in sector. Our study reviews 140 research projects startups which construct map relevance applications. These were systematically classified into different groups according field activity, implementation platform strategy used.1 Opportunities, challenges limitations number use cases discussed, ranging peer-to-peer (P2P) trading Internet Things (IoT) applications, decentralised marketplaces, electric vehicle charging e-mobility. For each cases, contribution twofold: first, identifying technical solve application well its drawbacks, second briefly presenting industrial currently applying area. The paper ends discussion market barriers needs overcome get past hype phase, prove commercial viability finally be adopted mainstream.",https://doi.org/10.1016/j.rser.2018.10.014,5,Blockchain & Energy
214,https://openalex.org/W4387244990,"['Nirmalya Kundu', 'Farhan Mustafa', 'K. Hemachandran', 'Channabasava Chola']",Artificial Intelligence in Retail Marketing,"The purpose of this chapter is to leverage the role artificial intelligence (AI) as a key technology in retail marketing, improving customer experience and, turn, driving sales gain competitive advantage. AI can be used variety ways such providing personalized product recommendations, predicting behavior and preferences, automating segmentation targeting, optimizing pricing promotions, accuracy forecasting. also improve forecasting, enabling retailers better anticipate demand, resulting greater efficiency cost savings. In chapter, we write about how implement marketing provide step-by-step guidelines on might collaborate with human marketers customers. This paradigm will have big impact retailing, which serves bridge between Marketers are now able concentrate immediately address their demands. Due data that create accumulate through algorithms, organizations may learn what market segments target, who customers are, channels use at times. focus needs more closely respond them promptly. Customers feel ease likely make purchases when applied personalize user experiences. Using approaches, it possible assess competitor's effectiveness determine target expects from them. Additionally, ML helps people efficiently resolve problems. system learns grows sent into it, increasing accuracy.",https://doi.org/10.4324/9781003358411-6,12,AI & Customer Data
215,https://openalex.org/W4315648534,"['Alberto Guerrini', 'Gabriele Ferri', 'Stefano Rocchi', 'Marcelo Cirelli', 'Vicente Pina Martínez', 'Antoine Grieszmann']","Personalization @ scale in airlines: combining the power of rich customer data, experiential learning, and revenue management","Abstract Recently, several macro trends have converged to provide airlines new opportunities for one-to-one digital customer engagement and personalization. Airlines more types volumes of data available than ever before: shopping-behavior data, providing context on booking decisions, social media enriching the information travel trends, more. All these can play a critical role in defining right offers setting prices each shopping request. A plethora advanced AI ML techniques become open-source platforms, letting players generate actionable insights leverage vast amounts existing data. New distribution technology is being deployed allow implement real-time retailing capabilities. Consumers been trained by likes Amazon, Netflix, Alibaba, Starbucks expect products services tailored their individual needs along with superior engaging content. This paper presents different approaches price-product personalization that tested airline cases globally. It also explores how concept experiential learning nicely suited tackling scenarios which purchaser well-identified as well not much known about visitor except session.",https://doi.org/10.1057/s41272-022-00404-8,9,AI & Privacy
216,https://openalex.org/W4400459073,"['Jala Muradova Akima Ahmadova Akima Ahmadova', 'Sayad Ibrahimov Sayad Ibrahimov']","ARTIFICIAL INTELLIGENCE, PROBLEMS AND PROSPECTS","The article discusses the concept of “artificial intelligence”, its problems and prospects. Artificial intelligence is property artificial intelligent systems to perform creative functions that are traditionally considered prerogative humans. science technology creating machines, especially computer programs. main characteristics intelligence. Features examples implementation technologies in modern foreign educational space shown. history as a new scientific direction begins middle 20th century. By this time, many prerequisites for origin had already been formed: among philosophers there long debates about nature man processes cognition world, neurophysiologists psychologists developed number theories regarding work human brain thinking, economists mathematicians asked questions optimal calculations presentation knowledge world formalized form; finally, foundation mathematical theory computing - algorithms was born first computers were created. formation has created large cases related to: • speech, ability learn recognize synthesize it; development technical vision mechanisms will be able people’s faces; teach cars drive independently without intervention, etc. [1]. Such demonstrate follow behavior called study an important science. contains set tools help computer, based on studied data, provide answers questions, also draw conclusions this. Today, AI essential wide range industries, including healthcare, retail, manufacturing, even government. But ethical challenges with AI, always, these options need out ensure doesn't do more harm than good. Here some biggest AI. Keywords: intelligence, robot, awareness, personality, society, humanity, problems, prospects, future.",https://doi.org/10.36962/piretc30012024-152,0,AI in Industry
217,https://openalex.org/W4367555353,"['Hui Zhu', 'Eva-Lotta Sallnäs Pysander', 'Inga‐Lill Söderberg']",Not transparent and incomprehensible: A qualitative user study of an AI-empowered financial advisory system,"AI-empowered and algorithm-driven automated financial advisory systems, also known as Robo-advisors, have been rapidly implemented by service providers customers in markets. Yet, few empirical studies investigate customers' experience interacting with fully functional Robo-advisors real-life scenarios. Also, it is still unknown how the design of system can affect perception adoption this new technology. To mitigate these gaps, 24 participants different levels understanding investment were asked to use a Robo-advisor from retail bank perform tasks. By conducting observations retrospective post-test interviews, we find that do not perceive social aspects supposed be provided Robo-advisors. The overarching problems are, among others, lack transparency incomprehensible information. This results distrust generated system, which negatively affects advice Robo-advisor. potential interactive data visualization detected. work contributes regarding their based on proposes takeaways for transparent comprehensible systems contexts.",https://doi.org/10.1016/j.dim.2023.100041,-1,AI & Human Retail
218,https://openalex.org/W4383227069,"['Lingxiang Jian', 'Shuxuan Guo', 'Shengqing Yu']",Effect of Artificial Intelligence on the Development of China’s Wholesale and Retail Trade,"The rapid development of digital technologies and massive data analytics has enabled artificial intelligence (AI), via “machine learning”, to impact many societal sectors, including the wholesale retail trade (WRT). However, specific pathway dynamics are still unclear. Based on panel 30 provinces in China from 2015 2021, this paper employed “VHSD-EM” model, random forest algorithm, partial effect analysis build an evaluation index system AI WRT, then study WRT temporal spatial dimensions. Our main discoveries were as follows: (1) quality aligned well with relative level provinces, although latter developed at a relatively fast pace; (2) shortcomings that hindered varied different regions, stark mismatch between degree informatization economic eastern coastal region, lack innovation high presence northern weak sharing resources western region; (3) enhanced jointly other key factors, particularly density employment, percentage employees, ratio year-end financial institution deposits regional GDP, which raises importance transaction volume technology market; (4) differences exist pathways high-quality and, for most regions except Shanghai Guangdong, there is significant room expansion utilization WRT.",https://doi.org/10.3390/su151310524,2,AI & Marketing
219,https://openalex.org/W4360977003,"['Jyoti Rana', 'Ruchi Jain', 'K. C. Santosh']",Automation and AI-Enabled Customer Journey: A Bibliometric Analysis,"This article aims to scrutinize the dynamics of scientific publications devoted optimizing customer journey in retail sector through application artificial intelligence (AI) and determines status existing research on role AI sector. The objective was analyse pool from Scopus database how emerging technologies have improved (pre-purchase, purchase, post-purchase). employed a publication search by title, abstract keywords collect data set database. selected were visualized using software VOSviewer 1.6.16.0, Biblioshiny perform bibliometric analyses. An initial sample 356 articles collected. After reading full article, final corpus 149 over two decades (1989–2021) analysed study. Our findings suggest prominence authors journal publishing implementing automate journey. results highlight fosters improving different phases among retailing sectors. Banking fashion are sectors that major applications Further studies should be conducted gain deeper insights into use other economy. It also found intensive literature review purchasing decision-making phase journey, deployment is most. study incorporation its impact retailing. contributes adding lenses key management areas",https://doi.org/10.1177/09722629221149854,17,AI Research Trends
220,https://openalex.org/W3165967690,"['Nagadevi Darapureddy', 'Muralidhar Kurni', 'Kuppala Saritha']",A Comprehensive Study on Artificial Intelligence and Robotics for Machine Intelligence,"Artificial intelligence (AI) refers to science-generating devices with functions like reasoning, thinking, learning, and planning. A robot is an intelligent artificial machine capable of sensing interacting its environment utilizing integrated sensors or computer vision. In the present day, AI has become a more familiar presence in robotic resolutions, introducing flexibility learning capabilities. provides new opportunities for industries produce work safer, save valuable time, increase productivity. Economic impact assessment awareness social, legal, ethical problems robotics are essential optimize advantages these innovations while minimizing adverse effects. The robots affects healthcare, manufacturing, transport, jobs logistics, security, retail, agri-food, construction. chapter outlines vision AI, robot's timeline, highlighting limitations, hence embedding real-world applications get optimized solution.",https://doi.org/10.4018/978-1-7998-7701-1.ch011,0,AI in Industry
221,https://openalex.org/W4403548313,['Naveen Kumar'],Assessment of role of the Artificial Intelligence and Machine Learning in Business Enterprises,"AI and ML in practice are discussed this paper to analyse how these technologies affect business operations various industries. Artificial Intelligence Machine Learning, concepts which for a long time were part of theory only, now essential develop organizational performance minimize the burden tasks as well optimize decision making. In present paper, reviewing vast amount relevant literature, author explains advantages ML, including higher productivity, lower costs, customer satisfaction; at same time, listed disadvantages, poor data quality, adaptation employees, ethical issues, also mentioned. It covers industries such finance, healthcare, retail, manufacturing, many others demonstrate &amp; disrupt conventional approaches unveil innovative sources competitiveness. The future focuses on existing hurdles that inhibit utilization businesses.",https://doi.org/10.32628/cseit2174139,22,Generative AI
222,https://openalex.org/W3166023580,"['HyungChul Rah', 'Hyeon-Woong Kim', 'Aziz Nasridinov', 'Wan-Sup Cho', 'Seok Hwa Choi', 'Kwan‐Hee Yoo']",Threshold Effects of Infectious Disease Outbreaks on Livestock Prices: Cases of African Swine Fever and Avian Influenza in South Korea,"In this paper we demonstrate the threshold effects of infectious diseases on livestock prices. Daily retail prices pork and chicken were used as structured data; news SNS mentions African Swine Fever (ASF) Avian Influenza (AI) unstructured data. Models tested for disease-related frequencies, specifically those related to ASF AI, chicken, respectively. The found exist, values ASF-related estimated be −9 8, indicating that autoregressive (TAR) model can divided into three regimes. coefficients frequencies 1.1666, 0.2663 −0.1035 regimes 1, 2 3, respectively, suggesting increased by 1.1666 Korean won in regime 1 when increased. To promote consumption posts, required have impacts great one standard deviation price. These 247.057, 1309.158 2817.266 impact response periods last 48, 6, 8 days When prediction accuracies TAR (AR) models with regard compared root mean square error, accuracy was slightly better than AR. effect AI-related tested, a linear relationship appeared without effect. findings suggest such occur first time, is significant, indicated long period. Our also not remarkable multiple times, case AI. date, study use meat consumption.",https://doi.org/10.3390/app11115114,-1,AI & Human Retail
223,https://openalex.org/W2180165911,"['Carrie Ruxton', 'Thomas Bond']",Fluoride content of retail tea bags and estimates of daily fluoride consumption from typical tea drinking in UK adults and children,"Abstract There are concerns that tea could provide fluoride ( F ‐) intakes exceed safe limits. However, ‐ at the recommended daily allowance RDA ) can support dental health. Benefits and risks were explored in an analysis of UK retail teas. Samples 49 bags infusions (black blended, speciality/single estate, decaffeinated) analysed for ‐/kg dry weight using ion selective electrode. Standardised prepared as tea. Daily from was estimated by combining consumption with F‐ black blended Findings showed mean 1164 mg 877 speciality 1464 decaffeinated. Infusions contained 4.91 mg/l 3.0 7 decaffeinated equating to 0.72–1.68 per serving. Based on population means 95th percentile tea, including non‐consumers, less than adequate intake AI (except adults &gt; percentile) but also within age‐appropriate tolerable upper levels UL both intakes. After excluding remained all groups except those aged 1.5–3 years or ≥65 percentile. In addition, consumers 65 below , while centile above . This suggests be consumed safely age 4 years. Some brands sufficient a European Union EU health claim relating strengthening maintaining tooth enamel. conclusion, typical delivers most not taking into account other sources ‐, greater benefits might achieved if average adult rise 4–5 servings day.",https://doi.org/10.1111/nbu.12171,15,Food Supply Chain
224,https://openalex.org/W4384928305,['Pan Dhoni'],A cost-effective IT approach to rapidly build a data platform and integrate retail applications for small and mid-size companies.,"&lt;p&gt;This research paper aims to address the development of a cost-effective Data Platform tailored for analytics, data science, and AI applications. While focus this lies predominantly on retail industry, approach presented can be applicable across various domains. The advent cloud technology has significantly benefited small mid-sized organizations, leading discussions surrounding IT modernization in recent years.&lt;/p&gt; &lt;p&gt;Within context study, we concentrate specifically organizations that utilize ERP, allocation, Warehouse Management, Sell applications, both in-store online. Information Technology (IT) sector strives establish scalable platform caters reporting, initiatives.&lt;/p&gt; places special emphasis which often face budget constraints stringent project timelines. Establishing an organization with limited resources necessitates careful consideration available skill set.&lt;/p&gt; &lt;p&gt;By addressing challenges opportunities associated building Platform, provide valuable insights practical guidance operating within similar contexts. subsequent sections will delve into methodologies, technologies, strategies employed achieve efficient aligns specific requirements organizations.&lt;/p&gt; &lt;p&gt;More detail found at attached PDF.&lt;/p&gt;",https://doi.org/10.36227/techrxiv.23538447,22,Generative AI
225,https://openalex.org/W3129450363,"['Matthias Klumpp', 'Dominic Loske']",Order Picking and E-Commerce: Introducing Non-Parametric Efficiency Measurement for Sustainable Retail Logistics,"Order picking is a crucial but labor- and cost-intensive activity in the retail logistics e-commerce domain. Comprehensive changes are implemented this field due to new technologies like AI automation. Nevertheless, human worker’s activities will be required for quite some time future. This fosters necessity of evaluating manual picker-to-part operations. We apply non-parametric Data Envelopment Analysis (DEA) evaluate efficiency n = 23 order pickers processing 6109 batches with 865,410 stock keeping units (SKUs). use distance per location, picks as well volume SKU inputs hour output. As convexity axiom standard DEA models cannot fully satisfied when using ratio measures different denominators, we Free Disposal Hull (FDH) approach that does not assume convexity. Validating scores company’s assessment, operationalized by premium payments shows 93% goodness=of-fit proposed model. The formulated its empirical application promising ways forward implementing measurements operations within",https://doi.org/10.3390/jtaer16040048,3,AI in Supply Chain
226,https://openalex.org/W3167080337,"['Jing Li', 'Saide Saide', 'Mohd Nasir Ismail', 'Richardus Eko Indrajit']",Exploring IT/IS proactive and knowledge transfer on enterprise digital business transformation (EDBT): a technology-knowledge perspective,"Purpose Business process management (BPM) has been discussed in much literature as a crucial approach to achieve firm-enterprise business performance, however term of digital transformation face the current enterprise era, there is still be explored. Drawing sociotechnical perspective ETHICS theory, study develops and conceptualize information technologies/systems (IT/IS) proactive capability socialization-codification knowledge that produce digital-based era. Design/methodology/approach Of 173 company-enterprise respondents Indonesia, authors empirically test validate conceptual model using structural equation tool-SmartPLS SPSS statistical. The were manufactures industry, construction services, hardware software, plantation agriculture, financial insurance other retail trade. Findings found different findings mediating effect direct relationship effect. Socialization directly influence IT/IS transformation. Codification successfully support capability, but unsupported correlation on Also, positively Enterprise suffers when firm transform their into only codification practices because documented (codification type) not strong enough help company way Mediating role show for maximize practices. present one fully supported results mediation through capability. A stronger strategy company, high opportunity improve ways process. In short, can guide managers how manage resources maximizing emerging technologies Research limitations/implications acknowledged future studies would worthwhile create, develop strengthen its related foundation. Future research may try concept/theory applicable an context industries with (e.g. IoT, big data, AI). Originality/value This offers theoretical framework within context. knowledge/novel contribution this integration highly relevant drives also effort combine some areas such strategy, knowledge-intensive IT/IS.",https://doi.org/10.1108/jeim-08-2020-0344,3,AI in Supply Chain
227,https://openalex.org/W3006484328,"['Wandee Aunsa-Ard', 'Tanthip Earnsa-ard', 'Theerapat Pobkrut', 'Teerakiat Kerdcharoen']",Prediction of Rice Odor by Using an Electronic Nose and Artificial Neural Network,"Artificial intelligence (AI) has recently become the most popular technology, being integrated into almost every aspects of life and business. Many industries have already started using AI to gain meaningful insight from large amount data they had. These are manufacturing, banking financial services, retail, energy utilities, travel, etc. In this study, an example plus artificial sense, in terms olfaction that mimics human sense smell, was demonstrated. A method for prediction rice odor based on a radial basis function neural networks (RBF) electronic nose proposed. Samples each variety were analyzed with consisting eight metal oxide semiconductor gas sensors. To imitate brain pattern recognition nose, network will be used study. Principal component analysis (PCA) is demonstrate discrimination capability nose. Test result shown RBF nearly equivalent scores level. The PCA revealed four classified samples: jasmine rice, white sticky brown rice. conclusion, designed detection distinguish between varieties",https://doi.org/10.1109/icce-tw46550.2019.8992028,7,Vision for Checkout
228,https://openalex.org/W4378903300,"['Elena B. Zavyalova', 'В.А. ВОЛОХИНА', 'Marija Troyanskaya', 'Yulia I. Dubova']",A humanistic model of corporate social responsibility in e-commerce with high-tech support in the artificial intelligence economy,"This paper aims to develop a humanistic model of corporate social responsibility in e-commerce, relying on high technology an artificial intelligence economy. The research is based the experience top 30 publicly traded e-commerce companies, 16 most responsible companies retail industry USA, and leading global Russian business structures 2020-2021. Based econometric modeling, it substantiated that humanization (qualitative criterion) jobs provides increase revenues businesses greater extent than number (quantitative jobs. economy (AI economy) makes possible maximize contribution HRM increasing its revenues. For this purpose, AI has been developed. theoretical significance lies proving need humanize revealing essence process. practical fact developed will profitability and, consequently, resilience future economic crises arise against backdrop COVID-19 pandemic.",https://doi.org/10.1057/s41599-023-01764-1,0,AI in Industry
229,https://openalex.org/W4296821871,"['Megha S. Kumar', 'R. Ramanathan', 'M Jayakumar']",Key less physical layer security for wireless networks: A survey,"Physical layer security (PLS) has become the kernel concept for ensuring wireless network security. The main goal of this treatise is to provide a systematic classification key less schemes. We have classified PLS into code, channel adaptation and artificial noise (AN) based approaches carried out survey diverse schemes employed in literature approach. Further, we provided advantages, observations future directions each techniques. Industry 4.0 revolution with Internet Things (IoT) going rule next era its promising smart home, health care, retail name few. Therefore, discussion on application IoT. also discuss about two emerging areas that can be enhancing such as Intelligent Reflecting Surface (IRS) Artificial Intelligence (AI). some existing challenges IoT scenario. presented open research area PLS.",https://doi.org/10.1016/j.jestch.2022.101260,8,IoT & Smart Tech
230,https://openalex.org/W4221050897,"['William T. Hunt', 'Jacqueline O’Reilly']",Rapid Recruitment in Retail: Leveraging AI in the hiring of hourly paid frontline associates during the Covid-19 Pandemic,"Increased demand due to the Coronavirus pandemic created need for Walmart onboard tens of thousands workers in a short period. This acted as catalyst bring forward existing plans update hiring system store-level hourly paid associates its US stores. The Rapid Recruitment project sought make safer, faster, fairer and more effective by removing in-person interviews leveraging machine learning predictive analytics. working paper reports on case study involving semi-structured qualitative with members team staff at five research finds that while implementation changes had been successful were largely valued staff, lack awareness confidence some threatened undermine objectives changes. Reservations about pre-employment assessment algorithm’s ability predict quality hires led someusers reviewing applications than perhaps necessary potentially undermining prediction 90-day turnover. Concerns assess candidates over phone meant users reverted interviews, raising riskof Covid transmission objective influence human bias linked appearance other factors unrelated performance. impact are discussed relation",https://doi.org/10.20919/alnb9606,-1,AI & Human Retail
231,https://openalex.org/W3119621323,"['Anastasia Frattali', 'Chanmi Hwang']","Developing an Interactive Technological Framework in the Retail Apparel Industry: VR, AR, SC, and AI","The purpose of this research is to explore interactive technology used in the apparel industry and define its constituents. By doing this, an technological framework proposed that discusses under umbrella industry. presentation study includes detailed layout discussions with examples future applications providing analysis, companies who begin utilizing technologies into their business strategy have a greater understanding how they interact improve customer experience based on customers' needs wants.",https://doi.org/10.31274/itaa.11815,13,AI in Fashion
232,https://openalex.org/W3093634229,"['George Suciu', 'Cristian Balanean', 'Adrian Pasat', 'Cristiana Istrate', 'Ijaz Hussain', 'Rafaela MATEI']",A new concept of smart shopping platform based on IoT solutions,"In order to create innovative operational models within the retail industry, a consensus has been reached on use of Big Data, Cloud Computing, and Artificial Intelligence (AI) technologies. The recent advancement IoT technologies is basis which new solutions for customer-oriented marketing are based. This paper presents an architecture developing smart shopping covering image processing techniques used generate digital maps, internal location smartphone using BLE beacons, routing finding stores in mall. We discuss disadvantages advantages technology indoor results after experimenting with SDKs multiple devices mobile applications. Our goal was advance solution based computer vision designed facilitate creation interior hand maps. also focused best practice guide apps consumer education including interactive questionnaire feedback improving Android app design. Moreover, can be educate customers during activities Thus, our platform enriched application. advances integration parking sensors.",https://doi.org/10.1109/ecai50035.2020.9223198,4,Retail AI
233,https://openalex.org/W4283169711,"['Jashim Uddin Ahmed', 'Asma Ahmed', 'Amreen Talukdar', 'Raihan Sharif', 'Zulkarin Jahangir']",Innovation strategy in retail: The unstaffed digital supermarkets at LIFVS,"Digitalization captures most aspects of human life. New trends in digitalization have a great impact on the retail chain stores; hence, implementation artificial intelligence (AI) has somewhat become necessary to cope up with changing trend this sector. This case study analyses use an unstaffed supermarket called LIFVS located at rural areas Sweden. As number supermarkets was decreasing over years due high maintenance costs, many opted out business. In response situation, Co-founder Daniel Ludh (hereafter Daniel) implemented sustainable business model using AI, which serves purpose chains meeting demands consumers while keeping costs truncated. The also discusses various challenges face and highlights success LIFVS, paving path for future retailers industry.",https://doi.org/10.1177/20438869221109844,-1,AI & Human Retail
234,https://openalex.org/W4292794843,"['Vojtěch Bartl', 'Jakub Špaňhel', 'Adam Herout']",PersonGONE: Image Inpainting for Automated Checkout Solution,"In this paper, we present a solution for automatic checkout in retail store as part of AI City Challenge 2022. We propose novel approach that uses the ""removal"" unwanted objects — case, body parts operating staff, which are localized and further removed from video by an image inpainting method. Afterwards, neural network detector can detect products with decreased detection false positive rate. A our is also ROI (the place where shown to system). reached 0.4167 F1-Score 0.3704 precision 0.4762 recall placed us at 7th 2022 corresponding Track 4. The code made public available on GitHub <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">1</sup> .",https://doi.org/10.1109/cvprw56347.2022.00351,7,Vision for Checkout
235,https://openalex.org/W2990515249,"['Jochem van der Zande', 'Karoline Teigland', 'Shahryar Siri', 'Robin Teigland']",The substitution of labor,"Artificial intelligence, machine learning (a subcategory of AI), and robotics are three technologies that perform an increasingly wider variety routine even non-routine job tasks. This chapter provides overview digitalization automation along with the underlying explores potential these to replace human capabilities in workplace. Subsequently, it discusses a set factors beyond technological feasibility influence pace scope automation. Some chapter's key findings include following: (1) The majority jobs will be affected by individual activities, but only few have completely substituted; (2) for tasks seems remain limited, especially involving autonomous mobility, creativity, problem-solving complex communication; (3) nature change as mundane substituted people work more closely together machines; (4) industries large labor substitution food accommodation services, transportation warehousing, retail trade, wholesale trade manufacturing.",https://doi.org/10.4324/9780429317866-3,0,AI in Industry
236,https://openalex.org/W4389880360,"['Eszter Szabó-Szentgróti', 'Szabolcs Rámháp', 'Petra Kinga Kézai']",Systematic Review of Cashierless Stores (Just Walk Out Stores) Revolutionizing The Retail,"Abstract The paper aims to examine the evolving retail sector in recent years, specifically how digitalisation and technological innovations have transformed it. All actors had adapt remain competitive. Notably, a new innovation sector, namely checkout-free or cashierless store, emerged 2018. Systematic literature is relied upon achieve study's objectives. significance of this study lies use multiple IT tools such as AI, cameras, sensors, self-organising shelves replace human intervention sector. Globally, several startup companies developed unmanned solution, Amazon Go stands out one most well-known among them. primary objective pioneering concept enhance efficiency by saving time reducing queues. aim enable customers enter exit store with minimal contact quickly possible. This presents trend concept, its evolution, proliferation. A systematic review data analysis from Crunchbase Database were conducted. findings demonstrate that altering both consumers’ purchasing behaviours companies’ business models. provides novel perspectives insights into wider on concepts smart context digital business.",https://doi.org/10.2478/mmcks-2023-0023,-1,AI & Human Retail
237,https://openalex.org/W4200555169,"['Zoya Salmon-Powell', 'Joya Scarlata', 'Edward F. Vengrouskie']",Top Five Artificial Intelligence Trends Affecting Leadership &amp; Management,"Artificial Intelligence (AI), or sometimes referred to as machine learning, has become, over the last several years, a driving force in conducting business and re-shaped best practices across multiple industries, from retail transportation. In addition, it influenced significant innovations globe, including voice assistants, self-driving vehicles, chatbots. This article explores how AI is impacting landscape, specifically leadership management. Trends discussed this are Robot Process Automation, Cyber Security, Data Accuracy, Customer Service, Human Resources. Additional benefits of workplace include increased productivity, greater focus on strategy, innovation, improved organizational processes.",https://doi.org/10.33423/jsis.v16i4.4616,0,AI in Industry
238,https://openalex.org/W4400872847,"['Jo�ão M. Lopes', 'Lucy Silva', 'Ilda Massano‐Cardoso']",AI Meets the Shopper: Psychosocial Factors in Ease of Use and Their Effect on E-Commerce Purchase Intention,"The evolution of e-retail and the contribution artificial intelligence in improving algorithms for greater customer engagement highlight potential these technologies to develop e-commerce further, making it more accessible personalized meet individual needs. This study aims explore psychosocial factors (subjective norms; faith; consciousness; perceived control) that affect AI-enabled ease use their impact on purchase intention online retail. We will also assess mediating effect between consumer intention. A quantitative methodology was used, 1438 responses were collected from Portuguese consumers e-retail. Structural equation modeling used statistical treatment. findings indicate subjective norms do not positively use, whereas such as faith, consciousness, control enhance it. Furthermore, itself boosts Additionally, effects norms, are significantly enhanced when mediated by highlighting crucial role usability shaping behavior. this has been made through formulation model provides a systematized perspective about influencers intentions extends knowledge offers insights into e-commerce—artificial directly affects plays an important mediator interaction mechanisms intentions.",https://doi.org/10.3390/bs14070616,6,Consumer Behavior
239,https://openalex.org/W4293413873,"['Eleni Kasapidou', 'Maria-Anastasia Karatzia', 'Paraskevi Mitlianga', 'Zoitsa Basdagianni']",Effects of Production Systems and Seasons on Retail-Goat-Milk Fatty-Acid Composition and Nutritional Indices in Greece,"An increased consumer interest in goat milk has been registered recent years due to its health-related benefits. This study aimed investigate the effects of production systems and seasons on fatty-acid composition nutritional indices for healthy fat consumption retail milk. The lasted one year, samples (n = 160) from 14 brands (10 conventional 4 organic) were collected a monthly basis. Organic had marginally lower protein content compared with conventionally produced according declared chemical composition. system did not significantly affect value, indicating that there no major differences feeding strategies between organically raised ewes. Seasonal observed profile indices. Lower saturated fatty acids (SFAs), hypocholesterolemic/hypercholesterolemic ratio (h/H) linoleic acid/α-linolenic acid (LA/ALA) values summer. Retail desirable irrespective season, following characteristics: low atherogenic index (AI) LA/ALA values, high h/H ratio, (DFA) health-promoting values. In conclusion, neither nor season impacted fat-consumption Greece.",https://doi.org/10.3390/ani12172204,15,Food Supply Chain
